31	0	8	0	8	8	40	5000	4	0.4	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	14	1.925	0.9	1	0	0	0	7		0.1	0.4		0	628	2019-03-15 11:11:39.052689	2019-03-15 11:28:43.049030	0:17:03.996341	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	13	0	13	13	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.920	0.9	1	0	0	0	7		0.1	0.4		0	576	2019-03-15 11:11:39.064744	2019-03-15 11:28:43.133174	0:17:04.068430	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	19	0	19	19	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.910	0.9	1	0	0	0	7		0.1	0.5		1	564	2019-03-15 11:11:39.078627	2019-03-15 11:28:43.171313	0:17:04.092686	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	9	0	9	9	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.925	0.9	1	0	0	0	7		0.1	0.5		1	585	2019-03-15 11:11:39.054739	2019-03-15 11:28:43.339870	0:17:04.285131	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	14	0	14	14	40	5000	4	0.4	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.915	0.9	1	0	0	0	7		0.1	0.5		0	638	2019-03-15 11:11:39.067198	2019-03-15 11:28:43.383954	0:17:04.316756	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	0	0	0	0	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.940	0.9	1	0	0	0	7		0.1	0.1		0	617	2019-03-15 11:11:39.034673	2019-03-15 11:28:43.434260	0:17:04.399587	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	5	0	5	5	40	5000	4	0.4	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.930	0.9	1	0	0	0	7		0.1	0.1		1	603	2019-03-15 11:11:39.045911	2019-03-15 11:28:43.454093	0:17:04.408182	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	3	0	3	3	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	14	1.935	0.9	1	0	0	0	7		0.1	0.4		0	546	2019-03-15 11:11:39.039018	2019-03-15 11:28:43.522468	0:17:04.483450	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	1	0	1	1	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	13	1.940	0.9	1	0	0	0	7		0.1	0.2		1	570	2019-03-15 11:11:39.036266	2019-03-15 11:28:43.536419	0:17:04.500153	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
31	0	16	0	16	16	40	5000	4	0.5	1.0	0	0	0.009	0.009	0.09	0.09	1	1.01	0	0	0	0	0.95	0.05	0.2	0.15	0	0	200	14	1.915	0.9	1	0	0	0	7		0.1	0.2		1	578	2019-03-15 11:11:39.071496	2019-03-15 11:28:43.551747	0:17:04.480251	0.6547720797720797	1.0	1.0	0.004629629629629629	0.02564102564102564	
